conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,keyword
1845346459090288742,Mon Oct 14 16:00:08 +0000 2024,0,@tanyarlfes Wkwkwk pukimak harusnya mah lo flexing aja sama temen yang sama2 kaya. Gak semua Gen Z tuh punya tabungan kaya lo. Pertama visa lo hitam. Kedua ponsel yang lu pake kemungkinan iPhone 15 ke atas. Ketiga uang jajan bulanan lo melebihi gaji bulanan kami di sini. Ngenthought lo!,1845857127396716577,,tanyarlfes,in,"Jakarta Selatan, DKI Jakarta",0,0,0,https://x.com/cat5ims/status/1845857127396716577,1248449018629255169,cat5ims,gaji gen z
1845826945025733072,Mon Oct 14 14:00:12 +0000 2024,0,kesel amat dikira aku gak ngerasa gk enak apa. manggil org jadwal berubah mulu. professional lah aku ttp ngikutin perusahaanku blg apa. elu y masih kandidat jg gak ngaruhi karir gua. elu gak kasih gaji gua. beneran gen z ini krisis etika,1845826945025733072,,,in," ⠀⠀⡞⠳⢦⡀⠀⠀  ⠀⡔⢶
       ⢸⠀⠀⠈⠢⡀⣰⠇⠘⠇ .ೀ
⊹˚   ⠈⣇⠀⠀⠀⢹⡇⠀⢰⠇
 ⠀⢀⠴⠾⠧⣀⠀⠈⣇⠀⡼⢀⣀  𓆩  ◟♡︭  𝟕𝟕𝟕  𓆪
⠀⣾⠀⠀⠀⠈⠁⢦⣾⣸⢷⠻⠉𝓐ngel's 𝘸𝘩𝘪𝘮𝘴𝘺
⡀⢿⣄⣀⠠⢴⠶⠶⠏⠁ ⊹⠀⠀⠀   ︶֪︶ིྀ︶֪︶",1,1,0,https://x.com/angelyairin/status/1845826945025733072,1835577172570124288,angelyairin,gaji gen z
1845792472146063723,Mon Oct 14 13:06:29 +0000 2024,459,@memefess Average Gen Z SD sampe early SMP KTSP Late SMP mau ke SMA K-13 Hasil : - cinta alam lingkungan kebersihan - rajin olahraga (gym lari minsoc) - sadar mental health - outfit ok - selera musik diverse - nganggur / gaji UMR,1845813429707358694,,memefess,in,PIK 2,12,4,74,https://x.com/striker_tunggal/status/1845813429707358694,310029816,striker_tunggal,gaji gen z
1791423426080702821,Mon Oct 14 03:43:50 +0000 2024,0,@GabRey99 gaji gen z aja rata rata umr/umk terus bantu biayain keluarga juga jadi gimana mau beli rumah ,1845671831631749222,,GabRey99,in,,0,0,0,https://x.com/krs_kokkoro/status/1845671831631749222,1107474479381307392,krs_kokkoro,gaji gen z
1845395590924144699,Mon Oct 14 01:21:20 +0000 2024,0,@minggudesu @Disforus tapi beneran bisa kok kak w gen z juga kirim orang rumah tapi tetep beneran bisa kak itu juga semua tergantung gaji kak bahkan 17jt itu ga ada 6bulan aku bisa kak : ),1845635970353500229,,minggudesu,in,,0,1,0,https://x.com/queensehun_/status/1845635970353500229,1603522770452652032,queensehun_,gaji gen z
1845470297417527333,Sun Oct 13 14:23:00 +0000 2024,0,pov : wujud nyata gaji gen z yang sesungguhnya,1845470297417527333,,,in,"Tebet, Indonesia",0,0,0,https://x.com/lukaspaww/status/1845470297417527333,1411169143286497282,lukaspaww,gaji gen z
1845346459090288742,Sun Oct 13 14:19:33 +0000 2024,0,@tanyarlfes Gue ngurangin fomo dalam 6bln jg kalo gaji cuma 2 5jt mah abis buat kebutuhan sehari2 nder wkwkwkwk selamat ya nder lo unemployed tp dah punya tabungan segini. Semangat gen Z ,1845469429926158457,,tanyarlfes,in,,0,0,0,https://x.com/matahari1805/status/1845469429926158457,1830606387958923264,matahari1805,gaji gen z
1845462450008883616,Sun Oct 13 13:51:52 +0000 2024,3,Jadi Gen Z lebih milih ngabisin sisa gaji buat beli yang dimau and live in the moment daripada nabung buat masa depan.,1845462461476110525,,girlsbeyond_id,in,,0,1,1,https://x.com/girlsbeyond_id/status/1845462461476110525,1542347235836727296,girlsbeyond_id,gaji gen z
1845462450008883616,Sun Oct 13 13:51:51 +0000 2024,4,Tapi udah jadi rahasia umum kalo yg bikin Gen Z suka doom spending adalah stress. Ada analisanya kalo Gen Z ngerasa putus asa karena beban cicilan elektronik kendaraan dan kebutuhan primer lainnya karena biaya hidup terus naik padahal gaji gak naik2.,1845462458942750929,,girlsbeyond_id,in,,0,1,0,https://x.com/girlsbeyond_id/status/1845462458942750929,1542347235836727296,girlsbeyond_id,gaji gen z
1845462450008883616,Sun Oct 13 13:51:49 +0000 2024,70,Tau gak apa yang sebenernya bikin Gen Z gak bisa punya tabungan 300 juta dengan gaji 6 juta per bulan kayak Kaluna? Bukan kopi overpriced bukan konseran sebulan sekali tapi doom spending. https://t.co/iiJ5tyIih4,1845462450008883616,https://pbs.twimg.com/media/GZxluz0aAAA88lX.jpg,,in,,1,1,10,https://x.com/girlsbeyond_id/status/1845462450008883616,1542347235836727296,girlsbeyond_id,gaji gen z
1845432592339959936,Sun Oct 13 11:53:12 +0000 2024,0,Ada yang bilang Tapera ini solusi buat Gen Z yang susah punya rumah Namun banyak pihak yg merasa kebijakan ini malah membebani pekerja karena gaji bulanan yg diterima saat ini udah banyak potongannya malah ditambah lagi dgn potongan Tapera.,1845432599453499826,,myskill_id,in,,0,1,0,https://x.com/myskill_id/status/1845432599453499826,1299606533764837383,myskill_id,gaji gen z
1845423446869803450,Sun Oct 13 11:30:22 +0000 2024,1,@TanyaMobilBase gaji 4 jt tp mau punya mobil ? nekat nekat ya gen Z sekarang ya gapapa si kalo tabungannya udah 2x harga mobil ,1845426852375973921,,TanyaMobilBase,in,"Bandung, Indonesia",0,1,0,https://x.com/lamalammmm/status/1845426852375973921,1026036180914032640,lamalammmm,gaji gen z
1844942374960828709,Sat Oct 12 03:25:14 +0000 2024,0,Gen Z harusnya dpt uang saku/gaji tambahan khusus beli app prem konser dan kopi masa iya duit abis mikir subs spotify netflix/viu belum konser sama budgeting kopi,1844942374960828709,,,in,,0,0,0,https://x.com/cacingkremyyy/status/1844942374960828709,1014802279898087424,cacingkremyyy,gaji gen z
1844924518256738384,Sat Oct 12 02:14:17 +0000 2024,0,HIRO ngerti meski Gen Z punya pendidikan &amp; skill oke mereka masih sering mentok sama tuntutan pengalaman tinggi dan gaji yang ga sepadan. Mereka ga cuma dengerin tapi juga siap bergerak buat bawa solusi nyata. Respect!,1844924521804870099,,pilih_hiro,in,Medan,0,1,0,https://x.com/pilih_hiro/status/1844924521804870099,38815455,pilih_hiro,gaji gen z
1791423426080702821,Fri Oct 11 16:23:22 +0000 2024,0,@GabRey99 Kalo saya sih ko kepikiran ada juga gen Z yg ekpektasi akan hunian itu tidak sesuai dengan pendapatan. Jadi ada opini susah beli rumah. Gaji umr tapi pengen rumah klaster dekat dengan kantor n fasilitas umum dll. Dket kantor tapi rumah kampung ga mau juga. Susaahh.,1844775810793717791,,GabRey99,in,yogyakarta,0,0,0,https://x.com/rochmadceper/status/1844775810793717791,382147279,rochmadceper,gaji gen z
1844747328772800522,Fri Oct 11 14:30:11 +0000 2024,0,[VIDEO] Dream Job Gen Z : Gaji Tinggi Tapi Gak Sesuai Passion atau yang Penting Kebahagiaan? #genz https://t.co/UvtsJiLGyD #youtube,1844747328772800522,,,in,,0,0,0,https://x.com/VIVAcoid/status/1844747328772800522,41730943,VIVAcoid,gaji gen z
1844734711870222425,Fri Oct 11 13:40:03 +0000 2024,0,[VIDEO] Dream Job Gen Z : Gaji Tinggi atau Kebahagiaan? Eps. 03 https://t.co/z3DtfKeuCy #youtube,1844734711870222425,,,in,,0,0,0,https://x.com/VIVAcoid/status/1844734711870222425,41730943,VIVAcoid,gaji gen z
1805433758474190972,Fri Oct 11 02:36:56 +0000 2024,0,@GabRey99 Gw gen Z lulusan Sastra Jepang jd telesales KTA di bank gaji jauh dibawah UMR tapi mending gini drpd nganggur. Barangkali ada HRD yang mau nerima yang masih N4 gw mau Gw lg proses ke N3 kok Gw pengen bahasa Jepang gw dipake biar berkembang.,1844567835001094497,,GabRey99,in,Jakarta,0,2,0,https://x.com/tasharizkyz/status/1844567835001094497,3280274089,tasharizkyz,gaji gen z
1844401134930407446,Thu Oct 10 15:34:32 +0000 2024,0,bjirlah aku juga mau punya rumah sendiri beli pake duit sendiri tapi di ekonomi yang resesi begini gen z kayak aku bisa bertahan hidup pakai gaji sendiri aja udah cakep banget meskipun gaji ku 2 digit juga kayaknya ga bakal langsung kebeli rumah kecuali kalau 3 digit.,1844401134930407446,,,in,nomaden,1,0,0,https://x.com/alreadyskip/status/1844401134930407446,1711229797387640832,alreadyskip,gaji gen z
1844348002007486655,Thu Oct 10 12:03:24 +0000 2024,0,bro ini belum pernah merasakan kerja bagai kuda tapi gaji gak cair berbulan-bulan wkwk. kalo gaji masih kurang ya gaya hidup jangan tinggi belajar dari gen z pak gaji kurang tuh cari kerja lain atau buka usaha bukan ngeluh biar gaji naik,1844348002007486655,,,in,,0,0,0,https://x.com/xavieray_/status/1844348002007486655,1347889725751787522,xavieray_,gaji gen z
1844341655199191091,Thu Oct 10 11:38:11 +0000 2024,28,Gen Z ngambil job gaji di bawah UMR gara-gara susah nyari kerja lebih banyak bang one ungrateful brat and you are puting the blame on the whole generation,1844341655199191091,,,in,0/30📚,0,1,4,https://x.com/bebekcoquette/status/1844341655199191091,1824784299838853120,bebekcoquette,gaji gen z
1844333398363644147,Thu Oct 10 11:05:22 +0000 2024,2,Kena lagi deh gen z padahal gen z yang bersyukur dapet gaji dibawah umr asal kerja aja juga banyak ,1844333398363644147,,,in,‼️ curses & harsh words ‼️,0,0,0,https://x.com/hansatile/status/1844333398363644147,633677136,hansatile,gaji gen z
1844328418445537568,Thu Oct 10 10:45:35 +0000 2024,0,gimana bisa beli rumah kalo gen z harus nanggung beban finansial karena gen atasnya nikah tanpa persiapan finansial belum lagi gaji kecil pajak gede belum lagi harga tanah dan bangunan makin mahal wkwk dahlah gen z masih idup aja udah syukur,1844328418445537568,,,in,🍀🫙💎🌹,0,0,0,https://x.com/eajbrian/status/1844328418445537568,1111785033314926592,eajbrian,gaji gen z
1842896411727400977,Thu Oct 10 10:15:17 +0000 2024,0,@KemenperinRI Kalo gaji guru semakin kecil nanti gen z dan gen alpha ga ada yang mau jadi guru kan bahaya,1844320794194870290,,KemenperinRI,in,,0,1,0,https://x.com/anisstyan/status/1844320794194870290,1106096236958896128,anisstyan,gaji gen z
1843884155807109135,Thu Oct 10 08:15:27 +0000 2024,0,@fickseeling Kemarin sempet debat hal ini sama rekan kerja dan anehnya beliau ni bilang gaji segitu engga seberapa untuk politikus. Lalu bawa bawa beda generasi beda pemikiran anak gen z pikirannya belum luas. Mendidih bgt darahku dengernya.,1844290634942906581,,fickseeling,in,"Pacitan, Indonesia",0,0,0,https://x.com/gopororo/status/1844290634942906581,1293548398495186945,gopororo,gaji gen z
1843871302396076313,Thu Oct 10 03:18:34 +0000 2024,2,@ahyangmasa @0xalidabdul @AldhitamaR tapi aku gen z kalo dapet duit jajan lebih banyak dari gaji tetep kerja. berarti bukan salah di gen nya.,1844215922996936772,,ahyangmasa,in,北 信介,0,1,0,https://x.com/kitasvne/status/1844215922996936772,1647850828647272450,kitasvne,gaji gen z
1843871302396076313,Thu Oct 10 03:13:46 +0000 2024,0,@AldhitamaR Manja bgt adek nya. Gen Z lain tu tetep ambil kerjaan dgn gaji berapa pun asal cocok dgn kerjaan nya. Toh nanti ortu ato kakak tetep kasih tambahan ,1844214712931938618,,AldhitamaR,in,,0,0,0,https://x.com/arorossy/status/1844214712931938618,70327217,arorossy,gaji gen z
1844184070441349452,Thu Oct 10 02:59:32 +0000 2024,5,@bukunesiastore @txtdrimedia Ya semuanya harus dapat gaji yg layak sesuai tanggung jawabnya. Tapi gw paham kelakuan warga indog nuntut pejabat kerja kayak malaikat tapi rumah pejabat harus kek gubug ,1844211131856060525,,bukunesiastore,in,,0,1,0,https://x.com/txtdarigenzee/status/1844211131856060525,1692710410733113344,txtdarigenzee,gaji gen z
1843871302396076313,Wed Oct 09 23:55:54 +0000 2024,0,@AldhitamaR Brengsek itumah gen z anak orkay sattt Gw gaji awal kerja 600rb aja udah syukur² banget dah Gasemua gen z kek begitu cokkk,1844164920247828891,,AldhitamaR,in,Indonesia,0,0,0,https://x.com/2gd2btrve/status/1844164920247828891,1505980740768477185,2gd2btrve,gaji gen z
1844147332692181329,Wed Oct 09 22:53:19 +0000 2024,0,Saya : gen z itu tidak suka di kekang atau intinya guys Millenial : kalo tidak mau di kekang ya jalani tugas di kantor ini dengan amanah yang baik dia juga di gaji dapat bonus sama uang lemburan juga Saya : ajarin gen z untuk membaur sama kalian biar dia tidak minder guys,1844149169101156382,,anggerstars,in,"Surabaya, East Java 🇮🇩",0,1,0,https://x.com/anggerstars/status/1844149169101156382,1072460044745076736,anggerstars,gaji gen z
1844054581371981899,Wed Oct 09 16:37:27 +0000 2024,0,Sehat-sehat gen z ada pemerintah yang harus kita gaji ,1844054581371981899,,,in,,0,0,0,https://x.com/dkholic_89/status/1844054581371981899,1301923071314419712,dkholic_89,gaji gen z
